"no_coverage","country","lon","lat"
"1","ES","-0.032958984375","40.33816993244106"
"1","ES","-3.834228515625","41.36856361438471"
"1","DZ","3.900146484375","36.92354717522953"
"1","ES","-1.768798828125","40.78885942352399"
"1","ES","-4.119873046875","41.38505142724361"
"1","ES","-3.175048828125","41.76311692371352"
"1","DZ","2.208251953125","36.518465485938364"
"1","ES","-3.790283203124999","41.566141441896654"
"1","ES","-2.933349609375","41.975826737306896"
"1","DZ","1.571044921875","36.35937445313936"
"1","ES","0.27465820312499994","41.46742778989264"
"1","ES","-4.515380859375","39.529466019374105"
"1","DZ","0.9777832031249999","36.25313269469785"
"1","ES","-3.7023925781249996","40.13689017626534"
"1","DZ","3.5046386718749996","36.35937445313936"
"1","ES","-2.625732421875","40.25437608428542"
"1","ES","-3.4167480468749996","39.64799680624749"
"1","ES","-0.582275390625","40.0696640044274"
"1","ES","-2.142333984375","37.91820060912576"
"1","ES","-3.240966796875","40.88860029069413"
"1","ES","-1.9885253906250002","40.85537001077644"
"1","ES","-3.5046386718749996","38.5395721587234"
"1","ES","-4.625244140625","40.40513017763699"
"1","ES","1.527099609375","42.024813084004805"
"1","ES","-2.1203613281249996","39.25777763417702"
"1","ES","-3.8122558593750004","41.401535060397215"
"1","ES","-2.318115234375","42.024813084004805"
"1","ES","-4.383544921875","41.64828778954518"
"1","ES","-4.097900390625","41.38505142724361"
"1","ES","-4.163818359375","40.47202387683469"
"1","ES","-1.9226074218750002","37.588118257261016"
"1","ES","0.010986328125","40.33816993244106"
"1","ES","-4.537353515625","39.529466019374105"
"1","ES","-1.3952636718750002","41.87774092757099"
"1","ES","-2.164306640625","38.35027202573134"
"1","ES","1.109619140625","41.319075100642195"
"1","ES","-1.9006347656250002","40.421859842105285"
"1","DZ","3.240966796875","36.55377473943434"
"1","ES","-4.932861328125","40.58892764927394"
"1","ES","-2.5817871093749996","39.512516499578055"
"1","ES","-1.9006347656250004","40.43858534705454"
"1","ES","0.20874023437500003","40.67230545080072"
"1","ES","-4.427490234375","40.27114316659237"
"1","ES","-3.746337890625","39.6818254932918"
"1","ES","-4.559326171875","37.57070473329095"
"1","ES","-4.713134765625","40.92181389105531"
"1","ES","-0.450439453125","38.86537433698996"
"1","DZ","2.098388671875","36.18222447852305"
"1","ES","2.7795410156250004","42.236651356118244"
"1","ES","-3.504638671875","41.36856361438471"
"1","ES","-3.702392578125","39.80009543834965"
"1","ES","0.42846679687500006","40.85537001077644"
"1","ES","-0.9997558593750001","39.96870022636765"
"1","ES","-1.658935546875","42.12267262717617"
"1","ES","-0.07690429687500001","42.285436483203576"
"1","ES","-1.988525390625","40.82212305410941"
"1","ES","-2.054443359375","40.92181389105531"
"1","ES","-3.526611328125","41.74672531851107"
"1","ES","-0.31860351562500006","41.335575450775956"
"1","ES","-5.064697265625001","39.172658154637446"
"1","ES","-4.559326171875","40.572239597396354"
"1","ES","-4.119873046875","41.18692190091063"
"1","DZ","3.4387207031250004","36.624344863467904"
"1","ES","-4.910888671875","39.88444965995798"
"1","ES","0.47241210937500006","41.89409903455557"
"1","ES","-3.328857421875","38.608285414908956"
"1","ES","-4.888916015625","39.867587106288916"
"1","ES","-2.8454589843749996","40.988191041999"
"1","ES","-3.834228515625","40.838748616860215"
"1","ES","0.49438476562500006","41.15384183520319"
"1","ES","-2.2961425781249996","41.992159709625916"
"1","ES","-2.977294921875","41.84501214924693"
"1","ES","-3.262939453125","42.057449696372"
"1","ES","2.7795410156250004","39.833849562084076"
"1","ES","2.1643066406249996","41.86137863238064"
"1","ES","-3.504638671875","41.54969962229724"
"1","ES","-4.383544921875","36.818079722468326"
"1","ES","-4.010009765625","38.96795063899681"
"1","ES","-3.4606933593749996","41.68111703978626"
"1","ES","-4.998779296875","36.71246673861977"
"1","ES","-1.043701171875","39.96870022636765"
"1","ES","-2.647705078125","40.78885942352399"
"1","ES","-3.065185546875","41.54969962229724"
"1","ES","-0.889892578125","41.38505142724361"
"1","ES","-2.757568359375","41.73032952724247"
"1","ES","-3.504638671875","42.041133485564124"
"1","ES","-3.4167480468750004","41.68111703978626"
"1","ES","-1.219482421875","40.95501080907676"
"1","DZ","1.9006347656250002","36.12900115409437"
"1","ES","-2.142333984375","38.71123202494018"
"1","ES","-1.1535644531249998","42.1552589417225"
"1","ES","-1.966552734375","40.82212305410941"
"1","ES","-4.844970703125","42.171545810441806"
"1","ES","-1.439208984375","39.512516499578055"
"1","ES","-2.164306640625","37.91820060912576"
"1","ES","-2.493896484375","40.220829453493806"
"1","ES","-3.5705566406249996","39.2237422254099"
"1","ES","-4.515380859375001","41.566141441896654"
"1","ES","-3.614501953125","40.204049905825556"
"1","ES","-2.076416015625","39.59722272764313"
"1","ES","2.384033203125","41.89409903455557"
"1","ES","0.120849609375","41.46742778989264"
"1","ES","-2.0544433593749996","40.55554738253778"
"1","ES","-1.285400390625","41.286061865267186"
"1","ES","-2.933349609375","40.722282152041345"
"1","ES","-3.790283203125","41.68111703978626"
"1","ES","-4.559326171875","38.31580049444484"
"1","ES","-3.702392578125","39.74943317395265"
"1","ES","0.142822265625","41.137295539252285"
"1","ES","1.988525390625","41.795887574831475"
"1","DZ","2.779541015625","36.37706733686381"
"1","ES","-4.559326171875","39.07037861567813"
"1","ES","-2.340087890625","40.15368633866139"
"1","ES","-4.097900390624999","42.12267262717617"
"1","ES","-2.537841796875","41.20345567001873"
"1","ES","-4.713134765624999","37.23907479457907"
"1","ES","-4.537353515625","39.512516499578055"
"1","ES","-3.9660644531250004","42.236651356118244"
"1","ES","1.549072265625","41.73032952724247"
"1","ES","-3.4606933593749996","36.782891556856356"
"1","DZ","2.999267578125","36.4654713833457"
"1","ES","-0.911865234375","38.608285414908956"
"1","ES","1.636962890625","41.76311692371352"
"1","ES","1.724853515625","41.64828778954518"
"1","DZ","0.8459472656250001","36.23541166620498"
"1","ES","-2.186279296875","38.72837540415917"
"1","ES","1.834716796875","42.1552589417225"
"1","ES","-4.603271484375","41.959489575237555"
"1","ES","-1.087646484375","41.66470450700676"
"1","ES","-3.5705566406250004","38.5395721587234"
"1","ES","-1.6809082031250002","40.92181389105531"
"1","ES","-1.6369628906250002","41.10419042278815"
"1","ES","-2.5817871093749996","37.55328713699967"
"1","ES","1.790771484375","41.64828778954518"
"1","ES","-1.636962890625","37.36142499386513"
"1","DZ","1.219482421875","36.14674627611291"
"1","ES","-4.603271484375","39.104488293902605"
"1","ES","1.9665527343749998","42.073761716181735"
"1","ES","0.714111328125","42.12267262717617"
"1","ES","-3.526611328125","42.041133485564124"
"1","ES","-2.581787109375","39.529466019374105"
"1","ES","-2.010498046875","40.82212305410941"
"1","ES","-3.2849121093749996","39.867587106288916"
"1","ES","-4.559326171875","40.086476774885625"
"1","ES","-4.625244140624999","40.421859842105285"
"1","ES","-0.4724121093749999","38.160475769283806"
"1","ES","-2.0544433593749996","39.34279389253714"
"1","ES","-5.042724609375","39.15562187769409"
"1","ES","-2.669677734375","37.34395858148956"
"1","ES","-5.020751953125","39.05331759139647"
"1","ES","1.4831542968750002","41.631866887682655"
"1","ES","-1.614990234375","41.20345567001873"
"1","DZ","3.5705566406249996","36.3062716669943"
"1","ES","-4.010009765625001","37.657731616834624"
"1","ES","0.49438476562500006","41.170383955864295"
"1","ES","-2.6037597656249996","38.41916588113755"
"1","ES","-0.450439453125","40.95501080907676"
"1","ES","-2.801513671875","41.08763160293221"
"1","ES","-0.318603515625","39.291796527544385"
"1","ES","-3.065185546875","41.566141441896654"
"1","ES","-0.582275390625","40.01920078897608"
"1","ES","-0.38452148437500006","38.59111326262075"
"1","ES","-4.295654296875","41.10419042278815"
"1","ES","-1.461181640625","39.512516499578055"
"1","ES","1.9006347656249998","42.25291725907091"
"1","ES","-2.9553222656249996","41.77950434257734"
"1","ES","-2.274169921875","42.187828486475695"
"1","ES","-2.274169921875","38.02213096243245"
"1","ES","-3.966064453125","41.418014513541124"
"1","ES","-2.449951171875","41.10419042278815"
"1","ES","-4.097900390625","37.39634562498043"
"1","ES","-1.9445800781249998","40.87198723550495"
"1","ES","-0.05493164062499999","40.60561153779342"
"1","ES","-3.7023925781249996","39.71563761708012"
"1","ES","-2.845458984375","37.15155999522679"
"1","DZ","3.900146484375","36.90597937942313"
"1","ES","-4.053955078125","38.1950210460935"
"1","ES","-1.109619140625","37.91820060912576"
"1","ES","-1.7028808593750002","38.33303830990123"
"1","ES","-1.9006347656250004","41.992159709625916"
"1","DZ","1.1535644531250002","36.25313269469785"
"1","ES","-2.4719238281249996","38.28131256699648"
"1","ES","-2.2082519531250004","40.12008986122502"
"1","ES","-0.889892578125","39.61415155963188"
"1","ES","-0.604248046875","39.121536946817415"
"1","ES","-0.845947265625","41.36856361438471"
"1","ES","0.098876953125","40.086476774885625"
"1","ES","1.461181640625","41.21998526286659"
"1","DZ","2.7355957031250004","36.19995755733082"
"1","ES","-2.669677734375","40.80549332287863"
"1","ES","-2.691650390625","40.48873690088868"
"1","ES","-2.625732421875","37.518439730085646"
"1","ES","-3.087158203125","36.993777882507736"
"1","ES","-4.998779296875001","37.727279767089314"
"1","DZ","0.384521484375","36.09349887240286"
"1","ES","-4.713134765625","42.236651356118244"
"1","ES","-3.856201171875","41.401535060397215"
"1","ES","0.340576171875","40.85537001077644"
"1","ES","-2.5817871093749996","41.66470450700676"
"1","ES","-3.021240234375","40.421859842105285"
"1","ES","-1.812744140625","41.20345567001873"
"1","ES","-0.911865234375","38.625453458424474"
"1","ES","-1.680908203125","40.52215046539367"
"1","ES","-3.988037109375","42.25291725907091"
"1","ES","-2.867431640625","42.187828486475695"
"1","ES","-2.6477050781249996","41.286061865267186"
"1","ES","2.933349609375","41.84501214924693"
"1","ES","-3.416748046875","37.08147514220075"
"1","ES","-3.944091796875","41.959489575237555"
"1","ES","-3.6584472656249996","38.64261739260935"
"1","DZ","3.504638671875","36.500804813962084"
"1","ES","2.559814453125","39.61415155963188"
"1","ES","-1.241455078125","41.004774900692084"
"1","ES","-3.570556640625","42.13896788055455"
"1","ES","-2.406005859375","40.772221356403094"
"1","ES","-0.845947265625","42.10637318182699"
"1","ES","-4.361572265625","41.58257907852257"
"1","ES","-0.823974609375","38.401948569634214"
"1","ES","-4.141845703125","41.38505142724361"
"1","DZ","1.329345703125","36.11125201925895"
"1","ES","-3.372802734375","37.06394379399512"
"1","ES","-4.317626953125","41.10419042278815"
"1","ES","-4.493408203125","37.518439730085646"
"1","ES","-0.889892578125","41.36856361438471"
"1","ES","-2.581787109375","37.518439730085646"
"1","ES","-2.5378417968750004","40.85537001077644"
"1","ES","-3.240966796875","36.90597937942313"
"1","ES","-2.603759765625","37.55328713699967"
"1","DZ","2.427978515625","36.25313269469785"
"1","ES","-3.680419921875","40.00237141721941"
"1","ES","-0.604248046875","39.15562187769409"
"1","ES","-2.6477050781250004","40.5054457638699"
"1","ES","1.2634277343749998","41.73032952724247"
"1","ES","1.878662109375","41.959489575237555"
"1","ES","-2.296142578125","40.15368633866139"
"1","ES","-2.032470703125","40.52215046539367"
"1","ES","-1.505126953125","40.0360260110476"
"1","ES","-3.9221191406249996","39.42770686793681"
"1","ES","-2.120361328125","39.32579890153912"
"1","ES","0.9558105468749998","41.91045295307337"
"1","ES","2.845458984375","42.13896788055455"
"1","ES","2.384033203125","42.25291725907091"
"1","ES","-2.0104980468749996","41.76311692371352"
"1","ES","-3.9440917968750004","41.975826737306896"
"1","ES","2.7136230468749996","41.9268026828648"
"1","ES","-2.3181152343749996","41.992159709625916"
"1","ES","-1.285400390625","41.08763160293221"
"1","ES","-2.098388671875","41.20345567001873"
"1","ES","-2.406005859375","38.28131256699648"
"1","ES","-1.922607421875","41.03793010084351"
"1","ES","-2.296142578125","42.00848849194222"
"1","ES","1.5930175781249998","41.84501214924693"
"1","DZ","0.802001953125","36.18222447852305"
"1","DZ","2.8894042968750004","36.21768662015401"
"1","ES","-0.296630859375","38.72837540415917"
"1","DZ","3.636474609375","36.35937445313936"
"1","ES","-2.8234863281249996","41.10419042278815"
"1","ES","-2.845458984375","41.10419042278815"
"1","ES","-3.372802734375","41.64828778954518"
"1","ES","2.581787109375","42.00848849194222"
"1","ES","-1.263427734375","39.42770686793681"
"1","ES","-3.944091796875","41.18692190091063"
"1","ES","-2.911376953125","38.96795063899681"
"1","ES","-1.0876464843749998","39.71563761708012"
"1","ES","-4.998779296875","40.538851005076836"
"1","ES","-1.7907714843749998","41.25303191850097"
"1","DZ","1.593017578125","36.16448738452006"
"1","ES","-3.087158203125","41.566141441896654"
"1","ES","-2.603759765625","41.81226662020634"
"1","ES","-1.636962890625","40.354916231047945"
"1","ES","-4.449462890625","40.5054457638699"
"1","DZ","1.021728515625","36.057980545822254"
"1","ES","-2.933349609375","40.88860029069413"
"1","ES","-2.691650390625","39.71563761708012"
"1","ES","-3.262939453125","41.89409903455557"
"1","ES","-1.944580078125","37.60552770825391"
"1","ES","-0.23071289062499997","41.12074506833797"
"1","ES","-1.9226074218749996","39.376771480078936"
"1","ES","-2.076416015625","41.418014513541124"
"1","ES","-0.36254882812500006","41.35207162212639"
"1","ES","1.5710449218750002","41.631866887682655"
"1","DZ","1.021728515625","36.04021536769875"
"1","ES","-3.724365234375","39.80009543834965"
"1","ES","-4.383544921875","41.58257907852257"
"1","ES","-4.515380859375","39.512516499578055"
"1","ES","-2.8234863281250004","40.12008986122502"
"1","ES","2.625732421875","42.1552589417225"
"1","ES","-0.42846679687499994","38.52238357695594"
"1","ES","-3.702392578125","42.073761716181735"
"1","ES","0.538330078125","41.84501214924693"
"1","ES","-3.240966796875","40.45530669209408"
"1","ES","-4.163818359375","41.23651067913369"
"1","ES","-3.724365234375001","39.78321216027443"
"1","ES","-0.582275390625","41.483890519982985"
"1","ES","-4.449462890625001","37.53586546904481"
"1","ES","-4.273681640625","36.782891556856356"
"1","ES","-0.7360839843750001","41.713929550181646"
"1","ES","-2.4499511718750004","41.07106860910099"
"1","ES","-1.8347167968750002","40.60561153779342"
"1","ES","-1.5930175781250002","37.93553255111769"
"1","ES","-3.7023925781249996","40.00237141721941"
"1","ES","-4.185791015625","41.23651067913369"
"1","ES","-2.274169921875","38.384727156179196"
"1","ES","-4.097900390625","39.03625244435651"
"1","ES","-2.6916503906249996","40.838748616860215"
"1","ES","-2.142333984375","39.25777763417702"
"1","ES","-5.042724609375","37.709898845164766"
"1","ES","0.736083984375","42.13896788055455"
"1","ES","0.23071289062500003","40.67230545080072"
"1","ES","-4.229736328125","41.38505142724361"
"1","DZ","2.867431640625","36.16448738452006"
"1","ES","-3.6364746093750004","39.2237422254099"
"1","ES","-2.296142578125","38.88248068286238"
"1","ES","-4.185791015625","41.38505142724361"
"1","ES","-3.1091308593749996","41.12074506833797"
"1","ES","0.274658203125","41.35207162212639"
"1","ES","1.219482421875","41.631866887682655"
"1","ES","-2.010498046875","39.63107625265483"
"1","ES","-3.7902832031250004","41.69752538760397"
"1","ES","-4.735107421875","37.83147963478445"
"1","ES","-2.537841796875","40.5054457638699"
"1","DZ","0.7360839843750001","36.16448738452006"
"1","ES","-2.230224609375","38.48799409611199"
"1","ES","-3.372802734375","40.60561153779342"
"1","DZ","2.801513671875","36.3062716669943"
"1","ES","-1.197509765625","40.82212305410941"
"1","ES","-4.713134765625","39.444677063693995"
"1","ES","-1.0217285156250002","40.10328539395856"
"1","ES","-3.9440917968749996","41.46742778989264"
"1","ES","-2.296142578125","42.024813084004805"
"1","ES","-3.3947753906249996","41.08763160293221"
"1","ES","-1.9226074218749998","41.53325362001415"
"1","ES","-2.691650390625","40.5054457638699"
"1","ES","2.691650390625","42.1552589417225"
"1","ES","-3.9880371093750004","41.170383955864295"
"1","ES","-3.7243652343750004","36.835667741836446"
"1","ES","-2.1203613281250004","39.56335264863388"
"1","ES","-2.3400878906250004","42.024813084004805"
"1","ES","-4.163818359375","42.187828486475695"
"1","ES","1.593017578125","41.77950434257734"
"1","ES","-0.076904296875","42.26917896817546"
"1","DZ","3.526611328125","36.518465485938364"
"1","ES","-2.318115234375","37.20408104862828"
"1","ES","-1.087646484375","39.698733625822285"
"1","ES","0.12084960937500003","42.22038125954715"
"1","ES","-2.6696777343750004","37.657731616834624"
"1","ES","1.549072265625","41.64828778954518"
"1","ES","0.384521484375","40.838748616860215"
"1","ES","-2.625732421875","38.64261739260935"
"1","ES","1.593017578125","41.76311692371352"
"1","ES","-2.603759765625","40.37165837171382"
"1","ES","1.483154296875","42.13896788055455"
"1","ES","-2.032470703125","40.55554738253778"
"1","ES","1.263427734375","41.64828778954518"
"1","ES","-1.1755371093750002","40.988191041999"
"1","ES","-0.626220703125","39.291796527544385"
"1","ES","-3.087158203125","40.220829453493806"
"1","ES","-2.010498046875","40.204049905825556"
"1","ES","-3.7243652343750004","40.838748616860215"
"1","ES","-1.614990234375","41.15384183520319"
"1","ES","2.867431640625","42.13896788055455"
"1","ES","-4.383544921875","40.32141947629148"
"1","ES","-3.526611328125","41.91045295307337"
"1","ES","-4.317626953124999","41.73032952724247"
"1","ES","2.054443359375","42.1552589417225"
"1","DZ","1.461181640625","36.12900115409437"
"1","ES","-3.900146484375","39.63107625265483"
"1","ES","-2.603759765625","37.518439730085646"
"1","DZ","2.3400878906249996","36.23541166620498"
"1","ES","-3.9880371093750004","37.657731616834624"
"1","ES","-1.087646484375","39.25777763417702"
"1","ES","-3.6364746093750004","39.206718328999855"
"1","ES","-4.207763671875001","41.23651067913369"
"1","ES","-5.042724609375","37.727279767089314"
"1","DZ","1.746826171875","36.19995755733082"
"1","ES","-0.560302734375","40.65563821945469"
"1","ES","-1.021728515625","39.96870022636765"
"1","ES","-0.9338378906250001","38.64261739260935"
"1","ES","2.120361328125","41.795887574831475"
"1","DZ","3.7683105468750004","36.19995755733082"
"1","ES","-0.032958984375","39.935012441941815"
"1","ES","-4.427490234375001","37.518439730085646"
"1","DZ","0.670166015625","36.057980545822254"
"1","ES","-4.119873046875","39.01918317507621"
"1","ES","2.3620605468750004","41.89409903455557"
"1","ES","-3.7243652343749996","37.448696077449966"
"1","ES","3.065185546875","39.291796527544385"
"1","DZ","0.867919921875","36.21768662015401"
"1","ES","-3.9221191406249996","41.483890519982985"
"1","ES","-2.230224609375","40.220829453493806"
"1","ES","-3.966064453125","41.46742778989264"
"1","DZ","0.9997558593749999","36.07574171432409"
"1","ES","-2.8015136718749996","40.55554738253778"
"1","ES","1.4611816406249998","41.631866887682655"
"1","ES","-0.604248046875","39.172658154637446"
"1","ES","-4.493408203125","39.002109784075145"
"1","ES","-1.593017578125","41.50034906856355"
"1","ES","-2.252197265625","38.48799409611199"
"1","ES","-2.911376953125","40.971603011346815"
"1","ES","-2.208251953125","40.32141947629148"
"1","ES","1.351318359375","41.50034906856355"
"1","ES","-3.438720703125","39.66491321994693"
"1","ES","-1.7687988281250002","39.529466019374105"
"1","ES","-4.581298828125","39.05331759139647"
"1","ES","-1.527099609375","41.20345567001873"
"1","ES","-0.758056640625","40.68896851692565"
"1","ES","-1.483154296875","39.512516499578055"
"1","ES","-4.405517578125","37.50100992078313"
"1","ES","-1.175537109375","42.1552589417225"
"1","ES","0.736083984375","42.285436483203576"
"1","DZ","3.6364746093750004","36.04021536769875"
"1","ES","-4.361572265625","38.65977721690729"
"1","ES","-0.867919921875","41.38505142724361"
"1","ES","-1.878662109375","41.46742778989264"
"1","ES","-3.3947753906250004","36.71246673861977"
"1","ES","-2.8454589843750004","40.55554738253778"
"1","ES","-4.625244140625","40.43858534705454"
"1","ES","-3.4387207031250004","41.69752538760397"
"1","ES","-1.197509765625","40.988191041999"
"1","ES","-2.098388671875","39.56335264863388"
"1","ES","-2.603759765625","40.354916231047945"
"1","ES","-2.054443359375","40.086476774885625"
"1","ES","-4.185791015625","37.41379984236999"
"1","ES","-0.560302734375","40.01920078897608"
"1","ES","-2.867431640625","41.9268026828648"
"1","ES","1.0437011718749998","41.9268026828648"
"1","ES","-2.6916503906249996","41.81226662020634"
"1","ES","-2.647705078125","40.95501080907676"
"1","DZ","3.5266113281250004","36.500804813962084"
"1","ES","-3.6364746093750004","39.27478914553456"
"1","ES","-2.164306640625","37.95286040736008"
"1","ES","-3.350830078125","42.057449696372"
"1","ES","-4.185791015624999","37.4835760417999"
"1","ES","-2.647705078125","41.30257057203537"
"1","DZ","1.2634277343749998","36.43012184225446"
"1","ES","-3.482666015625","41.35207162212639"
"1","ES","-3.372802734375","37.93553255111769"
"1","ES","-2.362060546875","38.72837540415917"
"1","ES","-3.3068847656250004","41.959489575237555"
"1","ES","0.428466796875","41.992159709625916"
"1","ES","1.395263671875","42.13896788055455"
"1","ES","1.724853515625","42.13896788055455"
"1","DZ","1.197509765625","36.19995755733082"
"1","ES","2.362060546875","42.285436483203576"
"1","ES","-2.054443359375","40.572239597396354"
"1","ES","-4.559326171875","39.03625244435651"
"1","ES","1.3293457031250002","41.58257907852257"
"1","ES","-1.746826171875","38.59111326262075"
"1","ES","-3.153076171875","40.68896851692565"
"1","ES","-4.647216796875","42.12267262717617"
"1","ES","-4.141845703125","37.37888734192073"
"1","ES","-2.757568359375","41.74672531851107"
"1","ES","-2.889404296875","39.410732538426146"
"1","ES","-1.7907714843749998","40.78885942352399"
"1","ES","-3.4167480468750004","41.631866887682655"
"1","ES","-4.361572265625","36.92354717522953"
"1","ES","-3.0871582031249996","41.53325362001415"
"1","ES","-4.295654296875","38.694084533625"
"1","ES","-2.581787109375","38.43637909011187"
"1","ES","-4.669189453125","37.32648810547162"
"1","ES","-1.680908203125","42.12267262717617"
"1","DZ","1.527099609375","36.3416775464034"
"1","ES","-2.054443359375","40.538851005076836"
"1","DZ","1.9006347656249998","36.288562695874134"
"1","ES","-4.998779296875","39.172658154637446"
"1","ES","-1.351318359375","41.84501214924693"
"1","DZ","0.8459472656249998","36.21768662015401"
"1","ES","-2.449951171875","40.27114316659237"
"1","ES","-2.384033203125","38.401948569634214"
"1","ES","-2.362060546875","38.96795063899681"
"1","ES","-4.339599609375","40.40513017763699"
"1","ES","-3.790283203125","41.73032952724247"
"1","ES","-3.570556640625","39.25777763417702"
"1","ES","-3.0871582031249996","41.54969962229724"
"1","ES","0.47241210937499994","41.9268026828648"
"1","ES","-2.120361328125","42.073761716181735"
"1","ES","-0.8679199218750001","41.36856361438471"
"1","DZ","3.5705566406249996","36.25313269469785"
"1","ES","-4.097900390625","41.35207162212639"
"1","ES","-4.097900390625","41.170383955864295"
"1","ES","-2.845458984375","42.20410696958881"
"1","ES","-3.372802734375","37.08147514220075"
"1","ES","-2.669677734375","40.63896682325716"
"1","ES","-2.142333984375","38.35027202573134"
"1","ES","0.8020019531250001","41.170383955864295"
"1","ES","-4.010009765624999","39.189690305241136"
"1","ES","-0.032958984375","39.88444965995798"
"1","ES","-4.163818359375","42.1552589417225"
"1","ES","-2.5158691406249996","40.52215046539367"
"1","ES","-0.9997558593750001","40.88860029069413"
"1","ES","-2.318115234375","38.384727156179196"
"1","ES","-1.988525390625","41.137295539252285"
"1","ES","-3.3728027343749996","37.0464083932161"
"1","ES","0.714111328125","42.13896788055455"
"1","ES","-1.1755371093749998","40.0696640044274"
"1","ES","-1.3952636718750002","38.00481945538502"
"1","ES","-1.505126953125","40.05284708300665"
"1","ES","-4.603271484375","42.25291725907091"
"1","ES","-3.131103515625","40.5054457638699"
"1","ES","-0.296630859375","40.30466486299902"
"1","ES","-4.976806640625","37.64033438869254"
"1","ES","-4.581298828125","38.33303830990123"
"1","ES","-2.362060546875","41.418014513541124"
"1","ES","-0.714111328125","40.43858534705454"
"1","ES","-1.065673828125","39.25777763417702"
"1","ES","-2.274169921875","41.286061865267186"
"1","ES","1.4172363281249998","41.23651067913369"
"1","ES","-0.999755859375","38.26406245618021"
"1","ES","-4.010009765625","39.172658154637446"
"1","ES","-2.471923828125","42.057449696372"
"1","ES","-2.5817871093750004","37.50100992078313"
"1","ES","-2.515869140625","40.622291262579196"
"1","ES","-4.251708984375","37.32648810547162"
"1","DZ","3.614501953125","36.04021536769875"
"1","ES","-1.043701171875","38.384727156179196"
"1","ES","-4.559326171874999","39.08743551668511"
"1","ES","-4.053955078125","38.177750454838176"
"1","ES","0.428466796875","41.4344897863724"
"1","ES","-3.7023925781250004","39.78321216027443"
"1","ES","2.1203613281249996","42.22038125954715"
"1","ES","-1.439208984375","41.86137863238064"
"1","ES","0.472412109375","41.91045295307337"
"1","ES","-3.7463378906250004","41.418014513541124"
"1","ES","-1.395263671875","38.160475769283806"
"1","ES","-5.064697265625001","36.853251717941454"
"1","ES","1.5710449218749998","41.61544180170178"
"1","ES","-2.559814453125","40.73893272030042"
"1","ES","-0.604248046875","42.024813084004805"
"1","ES","-2.691650390625","37.6229330856153"
"1","ES","-3.878173828125","39.25777763417702"
"1","ES","-2.669677734375","37.36142499386513"
"1","ES","-2.647705078125","41.15384183520319"
"1","ES","-2.252197265625","38.35027202573134"
"1","ES","-2.493896484375","39.01918317507621"
"1","ES","-4.471435546875","37.53586546904481"
"1","ES","-1.131591796875","41.08763160293221"
"1","ES","-1.065673828125","39.172658154637446"
"1","ES","-4.295654296875","41.03793010084351"
"1","ES","-1.109619140625","39.732537466608626"
"1","ES","-1.417236328125","40.38839635404193"
